product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,has_narrative,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue
Credit reporting or other personal consumer reports,"I am writing to you as a concerned consumer regarding the accuracy and fairness of the information contained in my credit report. As you are aware, the Fair Credit Reporting Act ( FCRA ) ( 15 USC 1681 ), which was enacted to promote the accuracy, fairness, and privacy of information in the files of consumer reporting agencies, grants me certain rights to ensure that my credit report is correct and that I am treated fairly in the credit reporting process. Under the FCRA, I am entitled to the following rights : The Right to Accurate Reporting The Right to Dispute Inaccurate Information The Right to Be Notified of Adverse Actions The Right to Limit Access to My Credit Report The Right to Privacy and Confidentiality The Right to Seek Damages for Violations I am asserting these rights in my dealings with your agency to ensure that my credit report is accurate, complete, and reflective of my true credit history. Any discrepancies or inaccuracies should be promptly corrected to avoid any adverse impact on my creditworthiness. 
XXXX XXXX",2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,11219,,True,9999965,Yes,Consent provided,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,NY,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,53218,,False,9999964,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,WI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Personal information incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,92562,,False,9999963,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-03T12:00:00-05:00,CA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit card,,2024-09-03T12:00:00-05:00,Incorrect information on your report,General-purpose credit card or charge card,60415,,False,9999962,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,IL,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,72404,,False,9999961,No,Consent not provided,Closed with non-monetary relief,Web,"CCS Financial Services, Inc.",2024-09-03T12:00:00-05:00,AR,N/A,Company believes it acted appropriately as authorized by contract or law,Reporting company used your report improperly
Debt collection,,2024-09-03T12:00:00-05:00,Attempts to collect debt not owed,I do not know,64151,,False,9999959,Yes,,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,MO,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Debt is not yours
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,30339,,False,9999958,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,10303,,False,9999955,Yes,Consent not provided,Closed with explanation,Web,OneMain Finance Corporation,2024-09-03T12:00:00-05:00,NY,N/A,,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,68134,,False,9999954,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-03T12:00:00-05:00,NE,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,"The late payments showing don't match how I regularly make my payments, so Im asking you to fix these issues and adjust my accounts as soon as possible.",2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,60649,,True,9999953,Yes,Consent provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,IL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,93727,,False,9999951,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,CA,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,93727,,False,9999949,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,CA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,"The reporting of such inaccurate information has caused severe damage to my character, my reputation, my general mode of living and my ability to obtain credit for personal and house purposes. 
This debt collector engaged in abusive, deceptive and unfair practices of the FDCPA which it prohibits. They furnished his account that we didn't agree upon and i didn't sing an agreement on. A legal contract is signed by two parties and i did not participate in any of it. More so they didn't follow the proper 5 step validation procedure which make this unfair practices. according to the FDCPA I'm entitled to XXXX dollars per violation and clearly they violated my rights.",2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,11385,,True,9999948,Yes,Consent provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,NY,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,52753,,False,9999947,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,IA,N/A,,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,15132,,False,9999946,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,PA,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,30339,,False,9999945,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,GA,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,15132,,False,9999944,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,PA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,Recently I looked at a copy of my credit report and noticed several inaccuracies on my account. This account is hurting my ability to obtain credit. It's my understanding that the credit bureaus will investigate this account for me to ensure accuracy Here is the account I am asking you to verify as accurate : account name : XXXX XXXX account number XXXX,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,60426,,True,9999943,Yes,Consent provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,IL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,32137,,False,9999941,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,32137,,False,9999940,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,32137,,False,9999939,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,35405,,False,9999938,Yes,Consent not provided,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-03T12:00:00-05:00,AL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,35405,,False,9999937,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,AL,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,35405,,False,9999936,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,AL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect
